profile_index,failure_probability,raw_isolation_forest_score,calibrated_anomaly_score,risk_score,risk_band,final_recommended_action,confidence,confidence_level
4311,1.0,0.13549914125166507,0.30656249999999996,0.7919687499999999,Restart Task,Restart Task,0.306562,LOW
4312,1.0,0.1008040461163634,0.6599375000000001,0.89798125,Restart Task,Restart Task,0.659938,MEDIUM
4313,0.0,0.09812032580446833,0.6780375000000001,0.20341125000000002,Normal,Normal,0.321962,LOW
4314,0.0,0.1340022671728674,0.3286875,0.09860625,Normal,Normal,0.671312,MEDIUM
4315,0.01,0.1415812279719273,0.20696250000000005,0.06908875,Normal,Normal,0.803037,HIGH
4316,0.0,0.07835931321933481,0.7764375,0.23293124999999998,Normal,Normal,0.223562,LOW
4317,1.0,0.12787697693386474,0.41074999999999995,0.8232249999999999,Restart Task,Restart Task,0.41075,LOW
4318,0.0,0.154317792426361,0.03522499999999995,0.010567499999999985,Normal,Normal,0.964775,HIGH
4319,0.0,0.06275247694910918,0.8377749999999999,0.25133249999999996,Normal,Normal,0.162225,LOW
4320,0.0,0.15240331492961884,0.049875,0.0149625,Normal,Normal,0.950125,HIGH
4321,0.0,0.12645363440749285,0.4280625,0.12841875,Normal,Normal,0.571937,MEDIUM
4322,0.0,-0.13709765081470948,0.9955125,0.29865375,Normal,Normal,0.004487,LOW
4323,0.985,0.10251147922696346,0.6484375,0.88403125,Restart Task,Restart Task,0.663438,MEDIUM
4324,0.0,0.12100820132933388,0.49041250000000003,0.14712375,Normal,Normal,0.509587,LOW
4325,0.0,0.04271424110813293,0.8930625,0.26791875,Normal,Normal,0.106938,LOW
4326,0.885,0.14043963513105157,0.22558750000000005,0.6871762499999999,Restart Task,Restart Task,0.340588,LOW
4327,0.0,0.06627910890184191,0.824425,0.24732749999999998,Normal,Normal,0.175575,LOW
4328,1.0,0.13075706970416368,0.3749125,0.81247375,Restart Task,Restart Task,0.374912,LOW
4329,1.0,0.09591518459941972,0.6919875,0.9075962499999999,Restart Task,Restart Task,0.691987,MEDIUM
4330,0.0,0.14418995740723262,0.15749999999999997,0.04724999999999999,Normal,Normal,0.8425,HIGH
4331,0.0,0.1243448943652346,0.45311250000000003,0.13593375,Normal,Normal,0.546887,LOW
4332,0.0,0.13754510974490963,0.27305,0.081915,Normal,Normal,0.72695,MEDIUM
4333,0.0,0.12182794712056955,0.48145000000000004,0.144435,Normal,Normal,0.51855,LOW
4334,0.0,0.05240317951665879,0.8705125,0.26115375,Normal,Normal,0.129487,LOW
4335,0.0,0.12794319042134616,0.40998749999999995,0.12299624999999997,Normal,Normal,0.590013,MEDIUM
4336,0.0,0.12557166159126326,0.439025,0.1317075,Normal,Normal,0.560975,MEDIUM
4337,1.0,0.0009319182513172208,0.949525,0.9848574999999999,Restart Task,Restart Task,0.949525,HIGH
4338,0.97,0.09837103102004502,0.6766125000000001,0.88198375,Restart Task,Restart Task,0.706613,MEDIUM
4339,0.0,0.12784369158940273,0.41105,0.12331500000000001,Normal,Normal,0.58895,MEDIUM
4340,0.995,0.13379946708258195,0.33172500000000005,0.7960175,Restart Task,Restart Task,0.336725,LOW
4341,0.0,0.1438327677561339,0.16451249999999995,0.04935374999999998,Normal,Normal,0.835488,HIGH
4342,0.0,0.13816501322293123,0.26268749999999996,0.07880624999999998,Normal,Normal,0.737313,MEDIUM
4343,0.005,0.138058397056313,0.26426249999999996,0.08277874999999998,Normal,Normal,0.740738,MEDIUM
4344,0.0,0.14803411301895447,0.09316250000000004,0.027948750000000012,Normal,Normal,0.906837,HIGH
4345,1.0,0.07081554949632163,0.80675,0.9420249999999999,Restart Task,Restart Task,0.80675,HIGH
4346,0.0,0.06921863180696203,0.8135,0.24405,Normal,Normal,0.1865,LOW
4347,1.0,0.04709946556832689,0.8831375,0.96494125,Restart Task,Restart Task,0.883138,HIGH
4348,0.005,0.13212733353520423,0.35591249999999997,0.11027374999999999,Normal,Normal,0.649088,MEDIUM
4349,1.0,-0.009027989365313571,0.9550875,0.9865262499999999,Restart Task,Restart Task,0.955087,HIGH
4350,0.0,0.15040990776535246,0.0657875,0.01973625,Normal,Normal,0.934213,HIGH
4351,0.0,0.13801536155396155,0.26525,0.07957499999999999,Normal,Normal,0.73475,MEDIUM
4352,0.0,0.14666907819427982,0.11470000000000002,0.03441,Normal,Normal,0.8853,HIGH
4353,0.01,0.07083068206280718,0.8066,0.24897999999999998,Normal,Normal,0.2034,LOW
4354,0.025,0.13511149854396493,0.31223749999999995,0.11117124999999999,Normal,Normal,0.712763,MEDIUM
4355,1.0,0.12982543038878408,0.38634999999999997,0.8159049999999999,Restart Task,Restart Task,0.38635,LOW
4356,0.225,0.0966629096021237,0.6873875,0.36371625,Scale Resources,Scale Resources,0.537612,LOW
4357,1.0,0.12202926204886033,0.479225,0.8437675,Restart Task,Restart Task,0.479225,LOW
4358,0.0,0.13699303924041567,0.2822125,0.08466375,Normal,Normal,0.717788,MEDIUM
4359,0.0,0.14077571942618977,0.22026250000000003,0.06607875,Normal,Normal,0.779737,MEDIUM
4360,0.0,0.13616577801068913,0.2967375,0.08902125,Normal,Normal,0.703263,MEDIUM
4361,0.0,0.13433885385554262,0.3242125,0.09726375,Normal,Normal,0.675787,MEDIUM
4362,0.01,0.13259854225934103,0.34909999999999997,0.11173,Normal,Normal,0.6609,MEDIUM
4363,0.0,0.13520360992021718,0.310875,0.0932625,Normal,Normal,0.689125,MEDIUM
4364,0.0,0.05406236156080357,0.8657375,0.25972125,Normal,Normal,0.134262,LOW
4365,1.0,0.11168807480639298,0.57965,0.873895,Restart Task,Restart Task,0.57965,MEDIUM
4366,0.935,0.0589463346265886,0.8506125,0.9096837499999999,Restart Task,Restart Task,0.915612,HIGH
4367,0.0,-0.09666630549719768,0.991725,0.2975175,Normal,Normal,0.008275,LOW
4368,0.0,0.12427072040986054,0.45415000000000005,0.136245,Normal,Normal,0.54585,LOW
4369,0.0,0.13721637332061948,0.27880000000000005,0.08364,Normal,Normal,0.7212,MEDIUM
4370,0.0,0.09196579445400299,0.7139249999999999,0.21417749999999997,Normal,Normal,0.286075,LOW
4371,0.0,0.13942237414608938,0.2426625,0.07279875,Normal,Normal,0.757337,MEDIUM
4372,0.0,0.06519150586829092,0.8287249999999999,0.24861749999999996,Normal,Normal,0.171275,LOW
4373,0.0,0.1403952729838201,0.22626250000000003,0.06787875,Normal,Normal,0.773737,MEDIUM
4374,0.0,0.13340452713495182,0.33755,0.10126500000000001,Normal,Normal,0.66245,MEDIUM
4375,0.0,0.14310567297560634,0.17753750000000001,0.05326125,Normal,Normal,0.822462,HIGH
4376,0.0,0.12352966053999798,0.4626,0.13878,Normal,Normal,0.5374,LOW
4377,1.0,0.0974565410958147,0.6823250000000001,0.9046974999999999,Restart Task,Restart Task,0.682325,MEDIUM
4378,0.0,0.11366606158096593,0.5623750000000001,0.16871250000000002,Normal,Normal,0.437625,LOW
4379,0.005,0.07112326254268053,0.8051625,0.24504874999999998,Normal,Normal,0.199838,LOW
4380,0.0,0.1435745498888279,0.16903749999999995,0.050711249999999986,Normal,Normal,0.830963,HIGH
4381,0.0,0.08123058914832604,0.7646875,0.22940624999999998,Normal,Normal,0.235313,LOW
4382,0.0,0.06477011966241891,0.8302375,0.24907124999999997,Normal,Normal,0.169763,LOW
4383,0.005,0.12210119654379786,0.4785625,0.14706875,Normal,Normal,0.526438,LOW
4384,0.0,0.08497034379099583,0.7488,0.22464,Normal,Normal,0.2512,LOW
4385,0.0,0.13869995193669477,0.25387499999999996,0.07616249999999998,Normal,Normal,0.746125,MEDIUM
4386,0.74,0.050252286583802985,0.875675,0.7807025000000001,Restart Task,Restart Task,0.864325,HIGH
4387,0.005,0.14996255677222914,0.07022499999999998,0.024567499999999992,Normal,Normal,0.934775,HIGH
4388,0.005,0.13262172830807029,0.34872499999999995,0.10811749999999999,Normal,Normal,0.656275,MEDIUM
4389,0.0,0.1331908372125602,0.3405,0.10215,Normal,Normal,0.6595,MEDIUM
4390,0.005,0.13878295346185854,0.25258749999999996,0.07927624999999999,Normal,Normal,0.752413,MEDIUM
4391,0.0,0.08851982081273391,0.7310375,0.21931124999999999,Normal,Normal,0.268962,LOW
4392,0.0,0.11071261432853968,0.5870500000000001,0.17611500000000002,Normal,Normal,0.41295,LOW
4393,0.0,0.09202113233163228,0.7135750000000001,0.21407250000000003,Normal,Normal,0.286425,LOW
4394,0.0,0.05365325211627903,0.866925,0.26007749999999996,Normal,Normal,0.133075,LOW
4395,0.0,0.10317066012480386,0.644225,0.1932675,Normal,Normal,0.355775,LOW
4396,0.005,0.11589759930994548,0.5423374999999999,0.16620124999999997,Normal,Normal,0.462663,LOW
4397,0.0,0.11442778054475128,0.55535,0.166605,Normal,Normal,0.44465,LOW
4398,0.0,-0.0831112316325443,0.9874,0.29622,Normal,Normal,0.0126,LOW
4399,1.0,0.10844094281536487,0.6067125,0.8820137499999999,Restart Task,Restart Task,0.606712,MEDIUM
4400,1.0,-0.0647967297306441,0.97895,0.9936849999999999,Restart Task,Restart Task,0.97895,HIGH
4401,0.0,-0.130864961356443,0.9943375,0.29830124999999996,Normal,Normal,0.005663,LOW
4402,0.0,0.05343102840692243,0.867475,0.2602425,Normal,Normal,0.132525,LOW
4403,0.0,0.1194177008110327,0.5068375,0.15205125,Normal,Normal,0.493162,LOW
4404,1.0,0.011525586962822909,0.94165,0.9824949999999999,Restart Task,Restart Task,0.94165,HIGH
4405,0.0,0.1055600417600584,0.627475,0.1882425,Normal,Normal,0.372525,LOW
4406,0.965,0.00368883062150005,0.9480875,0.95992625,Restart Task,Restart Task,0.983088,HIGH
4407,0.0,0.11848603063770508,0.5162875,0.15488625,Normal,Normal,0.483712,LOW
4408,0.0,0.09709802846199866,0.6845375,0.20536125,Normal,Normal,0.315462,LOW
4409,1.0,0.11718120221332845,0.53005,0.859015,Restart Task,Restart Task,0.53005,LOW
4410,0.0,0.10536595603865312,0.628925,0.18867749999999997,Normal,Normal,0.371075,LOW
4411,0.0,0.09749299578946674,0.68215,0.204645,Normal,Normal,0.31785,LOW
4412,0.0,0.10222140025326809,0.6504125000000001,0.19512375,Normal,Normal,0.349587,LOW
4413,0.0,0.143602161573538,0.1685375,0.05056125,Normal,Normal,0.831462,HIGH
4414,0.0,0.14209692450369082,0.19647499999999996,0.05894249999999998,Normal,Normal,0.803525,HIGH
4415,0.0,0.10672002075621634,0.6190875,0.18572625,Normal,Normal,0.380912,LOW
4416,0.0,0.13195126411220381,0.3588,0.10764,Normal,Normal,0.6412,MEDIUM
4417,0.0,0.05558091413855426,0.8606374999999999,0.25819125,Normal,Normal,0.139363,LOW
4418,0.0,0.1407388594379047,0.2209375,0.06628125,Normal,Normal,0.779062,MEDIUM
4419,0.0,0.09812241023154711,0.678025,0.2034075,Normal,Normal,0.321975,LOW
4420,0.005,0.10381606194261905,0.6395625,0.19536875,Normal,Normal,0.365437,LOW
4421,0.0,0.14356506551124498,0.16926249999999998,0.05077874999999999,Normal,Normal,0.830738,HIGH
4422,0.0,0.13373852755483562,0.33253750000000004,0.09976125000000001,Normal,Normal,0.667462,MEDIUM
4423,0.0,0.1327384727439438,0.3471875,0.10415624999999999,Normal,Normal,0.652813,MEDIUM
4424,0.0,-0.007496102907932789,0.9541,0.28623,Normal,Normal,0.0459,LOW
4425,1.0,0.09399802918733507,0.7024625,0.9107387499999999,Restart Task,Restart Task,0.702462,MEDIUM
4426,1.0,0.015904701638096097,0.9377375,0.9813212499999999,Restart Task,Restart Task,0.937738,HIGH
4427,1.0,0.07636329456366991,0.7846625,0.93539875,Restart Task,Restart Task,0.784663,MEDIUM
4428,0.0,0.1403103707596065,0.22773750000000004,0.06832125000000001,Normal,Normal,0.772262,MEDIUM
4429,0.0,0.13434755230294587,0.324125,0.09723749999999999,Normal,Normal,0.675875,MEDIUM
4430,0.005,0.14570678625139533,0.12997499999999995,0.04249249999999999,Normal,Normal,0.875025,HIGH
4431,0.015,0.084768265900036,0.7498374999999999,0.23545124999999997,Normal,Normal,0.265163,LOW
4432,0.0,0.1040862054435791,0.637725,0.1913175,Normal,Normal,0.362275,LOW
4433,0.0,0.050094517711366304,0.8761,0.26283,Normal,Normal,0.1239,LOW
4434,1.0,0.12070441198789655,0.493475,0.8480424999999999,Restart Task,Restart Task,0.493475,LOW
4435,0.005,0.014856277265400064,0.938575,0.2850725,Normal,Normal,0.066425,LOW
4436,0.0,0.1460770651882803,0.12398750000000003,0.03719625000000001,Normal,Normal,0.876012,HIGH
4437,0.005,0.10735071451506778,0.6142875,0.18778625,Normal,Normal,0.390713,LOW
4438,0.0,0.03534883901838903,0.90815,0.272445,Normal,Normal,0.09185,LOW
4439,0.0,0.14565406991195884,0.1308125,0.03924375,Normal,Normal,0.869188,HIGH
4440,0.0,0.14415737313674226,0.15817499999999995,0.04745249999999999,Normal,Normal,0.841825,HIGH
4441,0.0,0.11787566396216737,0.5225875,0.15677624999999998,Normal,Normal,0.477413,LOW
4442,0.0,0.11984400595533712,0.502375,0.1507125,Normal,Normal,0.497625,LOW
4443,0.0,0.10251923352279024,0.6483625,0.19450874999999998,Normal,Normal,0.351638,LOW
4444,0.075,0.1518557386949103,0.054625000000000035,0.0688875,Normal,Normal,0.979625,HIGH
4445,0.0,0.12664477308499295,0.42576250000000004,0.12772875,Normal,Normal,0.574237,MEDIUM
4446,0.0,0.14133416605446492,0.21147499999999997,0.06344249999999999,Normal,Normal,0.788525,MEDIUM
4447,0.0,0.018527784897548805,0.935075,0.2805225,Normal,Normal,0.064925,LOW
4448,0.0,0.04214716235393723,0.8943375,0.26830125,Normal,Normal,0.105662,LOW
4449,0.0,0.023397478320810183,0.929075,0.2787225,Normal,Normal,0.070925,LOW
4450,1.0,0.045905214816625184,0.8858874999999999,0.9657662499999999,Restart Task,Restart Task,0.885887,HIGH
4451,0.0,0.09988026040400633,0.66605,0.199815,Normal,Normal,0.33395,LOW
4452,0.0,0.11786674224574306,0.5226375,0.15679125,Normal,Normal,0.477363,LOW
4453,0.0,0.11113872290610394,0.58395,0.17518499999999998,Normal,Normal,0.41605,LOW
4454,0.985,0.08176100927011443,0.7623375,0.91820125,Restart Task,Restart Task,0.777338,MEDIUM
4455,0.0,0.13777677925927073,0.2695375,0.08086125,Normal,Normal,0.730463,MEDIUM
4456,0.0,0.06049711334579927,0.8457125,0.25371374999999996,Normal,Normal,0.154288,LOW
4457,0.025,0.12166926095554098,0.48326250000000004,0.16247875,Normal,Normal,0.541737,LOW
4458,0.98,0.1373423743769866,0.27612499999999995,0.7688375,Restart Task,Restart Task,0.296125,LOW
4459,0.0,0.1387167883865158,0.25346250000000003,0.07603875,Normal,Normal,0.746537,MEDIUM
4460,0.0,0.15217587417005862,0.052112500000000006,0.015633750000000002,Normal,Normal,0.947887,HIGH
4461,1.0,0.13781777066653167,0.2688125,0.78064375,Restart Task,Restart Task,0.268813,LOW
4462,1.0,0.0702459884266386,0.8092874999999999,0.9427862499999999,Restart Task,Restart Task,0.809287,HIGH
4463,0.0,0.07243878830753692,0.800025,0.24000749999999998,Normal,Normal,0.199975,LOW
4464,0.025,0.10788262754238581,0.61095,0.200785,Normal,Normal,0.41405,LOW
4465,0.0,0.1423569566113847,0.19181250000000005,0.05754375000000001,Normal,Normal,0.808187,HIGH
4466,1.0,0.06816063411968465,0.8173375,0.94520125,Restart Task,Restart Task,0.817338,HIGH
4467,0.0,0.12166926095554098,0.48326250000000004,0.14497875000000002,Normal,Normal,0.516737,LOW
4468,1.0,0.08342907202291588,0.7558125,0.92674375,Restart Task,Restart Task,0.755812,MEDIUM
4469,0.0,0.1427566904065633,0.1838375,0.05515124999999999,Normal,Normal,0.816163,HIGH
4470,0.005,0.15752797578007793,0.01781250000000001,0.008843750000000001,Normal,Normal,0.987187,HIGH
4471,0.01,0.1303408406306063,0.38011249999999996,0.12103375,Normal,Normal,0.629888,MEDIUM
4472,1.0,0.11144531052325851,0.5813875,0.8744162499999999,Restart Task,Restart Task,0.581387,MEDIUM
4473,0.0,0.14418995740723262,0.15749999999999997,0.04724999999999999,Normal,Normal,0.8425,HIGH
4474,1.0,0.1440613199856156,0.15997499999999998,0.7479925,Restart Task,Restart Task,0.159975,LOW
4475,0.0,0.15449502054322567,0.034062499999999996,0.010218749999999999,Normal,Normal,0.965938,HIGH
4476,0.0,0.10047972773740543,0.662325,0.1986975,Normal,Normal,0.337675,LOW
4477,0.0,0.1359750652747339,0.29990000000000006,0.08997000000000001,Normal,Normal,0.7001,MEDIUM
4478,1.0,0.14096218074519795,0.21752499999999997,0.7652574999999999,Restart Task,Restart Task,0.217525,LOW
4479,0.01,0.1050243037512762,0.6315625,0.19646875,Normal,Normal,0.378437,LOW
4480,0.0,0.1245508430201051,0.45096250000000004,0.13528875,Normal,Normal,0.549037,LOW
4481,0.0,0.14248267696089417,0.18937499999999996,0.05681249999999999,Normal,Normal,0.810625,HIGH
4482,0.0,0.12825289577858878,0.4062125,0.12186374999999999,Normal,Normal,0.593788,MEDIUM
4483,0.0,0.00886028321756982,0.9436125,0.28308374999999997,Normal,Normal,0.056388,LOW
4484,0.0,0.1421486147391488,0.19566249999999996,0.05869874999999999,Normal,Normal,0.804338,HIGH
4485,0.0,0.1380306903870266,0.264775,0.07943249999999999,Normal,Normal,0.735225,MEDIUM
4486,0.0,0.10251923352279024,0.6483625,0.19450874999999998,Normal,Normal,0.351638,LOW
4487,0.0,0.140832868941967,0.21942499999999998,0.0658275,Normal,Normal,0.780575,MEDIUM
4488,0.0,0.12162399644953437,0.48392500000000005,0.14517750000000001,Normal,Normal,0.516075,LOW
4489,0.0,0.11165069873151295,0.5799875,0.17399625,Normal,Normal,0.420013,LOW
4490,0.0,0.11202086927025035,0.5768625000000001,0.17305875,Normal,Normal,0.423137,LOW
4491,0.0,-0.0647489661621462,0.9788,0.29364,Normal,Normal,0.0212,LOW
4492,0.0,0.1423569566113847,0.19181250000000005,0.05754375000000001,Normal,Normal,0.808187,HIGH
4493,0.0,0.10685630068703156,0.618225,0.1854675,Normal,Normal,0.381775,LOW
4494,0.0,0.13566097738201127,0.3040125,0.09120375,Normal,Normal,0.695987,MEDIUM
4495,0.105,0.11941282857558055,0.5069125,0.22557374999999996,Normal,Normal,0.598087,MEDIUM
4496,0.0,0.13816501322293123,0.26268749999999996,0.07880624999999998,Normal,Normal,0.737313,MEDIUM
4497,1.0,0.153823761284423,0.038449999999999984,0.7115349999999999,Restart Task,Restart Task,0.03845,LOW
4498,0.0,0.08506336306881168,0.7482875,0.22448625,Normal,Normal,0.251713,LOW
4499,0.0,0.12718615924978954,0.418725,0.1256175,Normal,Normal,0.581275,MEDIUM
4500,1.0,0.14390327250388008,0.16318750000000004,0.74895625,Restart Task,Restart Task,0.163188,LOW
4501,0.0,0.11914134841918028,0.5092,0.15275999999999998,Normal,Normal,0.4908,LOW
4502,0.0,0.061306756286284625,0.84325,0.252975,Normal,Normal,0.15675,LOW
4503,1.0,0.14204022526133342,0.1973625,0.75920875,Restart Task,Restart Task,0.197362,LOW
4504,0.0,0.13152211265812586,0.36441250000000003,0.10932375000000001,Normal,Normal,0.635587,MEDIUM
4505,0.0,0.11429235669370458,0.556475,0.16694250000000002,Normal,Normal,0.443525,LOW
4506,0.0,0.12462118292420354,0.45004999999999995,0.13501499999999997,Normal,Normal,0.54995,LOW
4507,1.0,0.1007027886859051,0.66075,0.8982249999999999,Restart Task,Restart Task,0.66075,MEDIUM
4508,0.0,0.12781823183774216,0.41123750000000003,0.12337125,Normal,Normal,0.588762,MEDIUM
4509,1.0,0.0954182263549595,0.6946375,0.90839125,Restart Task,Restart Task,0.694638,MEDIUM
4510,1.0,0.14254039517577755,0.18817499999999998,0.7564525,Restart Task,Restart Task,0.188175,LOW
4511,0.0,-0.06773054942507706,0.9817625,0.29452875,Normal,Normal,0.018238,LOW
4512,1.0,0.13543824412792377,0.30752500000000005,0.7922575,Restart Task,Restart Task,0.307525,LOW
4513,0.995,0.05511616256669627,0.8620125,0.9551037499999999,Restart Task,Restart Task,0.867012,HIGH
4514,0.995,0.06406088975133556,0.8327125,0.94631375,Restart Task,Restart Task,0.837712,HIGH
4515,0.995,0.094907951534896,0.6974374999999999,0.90573125,Restart Task,Restart Task,0.702437,MEDIUM
4516,0.0,0.05013662236727212,0.87595,0.262785,Normal,Normal,0.12405,LOW
4517,0.0,-0.003630574237912465,0.952175,0.2856525,Normal,Normal,0.047825,LOW
4518,0.0,0.11069862308177347,0.587175,0.1761525,Normal,Normal,0.412825,LOW
4519,0.0,0.12844013070473748,0.40405,0.121215,Normal,Normal,0.59595,MEDIUM
4520,0.0,0.12215605957719461,0.47801249999999995,0.14340374999999997,Normal,Normal,0.521988,LOW
4521,1.0,0.14210085086033653,0.19640000000000002,0.7589199999999999,Restart Task,Restart Task,0.1964,LOW
4522,0.0,-0.07106643485246456,0.9848625,0.29545875,Normal,Normal,0.015138,LOW
4523,0.0,0.12378095820906326,0.4596125,0.13788375,Normal,Normal,0.540388,LOW
4524,1.0,0.12155799954423258,0.484625,0.8453875,Restart Task,Restart Task,0.484625,LOW
4525,1.0,0.13967160532346917,0.23883750000000004,0.77165125,Restart Task,Restart Task,0.238838,LOW
4526,0.0,0.061498909019397474,0.8426125,0.25278375,Normal,Normal,0.157388,LOW
4527,0.0,0.0032323074763019877,0.948325,0.28449749999999996,Normal,Normal,0.051675,LOW
4528,1.0,0.04775553774565672,0.8814625,0.96443875,Restart Task,Restart Task,0.881463,HIGH
4529,0.0,-0.0691191842968697,0.983175,0.2949525,Normal,Normal,0.016825,LOW
4530,0.0,0.04383547516446018,0.890325,0.2670975,Normal,Normal,0.109675,LOW
4531,0.005,0.06992035074161518,0.8107125,0.24671374999999998,Normal,Normal,0.194288,LOW
4532,0.0,0.014132297569149799,0.93935,0.28180499999999997,Normal,Normal,0.06065,LOW
4533,0.0,0.12205519357174216,0.47905,0.14371499999999998,Normal,Normal,0.52095,LOW
4534,1.0,0.025654882509448362,0.926175,0.9778525,Restart Task,Restart Task,0.926175,HIGH
4535,0.0,0.14450841797436798,0.15159999999999996,0.045479999999999986,Normal,Normal,0.8484,HIGH
4536,0.005,0.14017873917715523,0.2298,0.07244,Normal,Normal,0.7752,MEDIUM
4537,0.0,0.10443497238316335,0.6359125,0.19077375,Normal,Normal,0.364088,LOW
4538,0.0,0.13295540908526937,0.344,0.10319999999999999,Normal,Normal,0.656,MEDIUM
4539,0.0,0.13159621278470174,0.36336250000000003,0.10900875,Normal,Normal,0.636637,MEDIUM
4540,1.0,0.13094877505061375,0.372425,0.8117274999999999,Restart Task,Restart Task,0.372425,LOW
4541,0.0,0.11042045422210561,0.589675,0.1769025,Normal,Normal,0.410325,LOW
4542,0.0,0.08472265581774491,0.7499750000000001,0.2249925,Normal,Normal,0.250025,LOW
4543,0.0,0.1331807530251174,0.3408,0.10224,Normal,Normal,0.6592,MEDIUM
4544,1.0,0.08536326917665582,0.74715,0.924145,Restart Task,Restart Task,0.74715,MEDIUM
4545,0.0,0.12705536050190647,0.42055,0.126165,Normal,Normal,0.57945,MEDIUM
4546,0.0,0.03226482615188664,0.9155125,0.27465375,Normal,Normal,0.084488,LOW
4547,0.0,0.12618000002449986,0.4315,0.12944999999999998,Normal,Normal,0.5685,MEDIUM
4548,0.995,0.12497093755865574,0.4458375,0.83025125,Restart Task,Restart Task,0.450838,LOW
4549,0.0,0.03499196241662039,0.908975,0.2726925,Normal,Normal,0.091025,LOW
4550,0.0,0.10838595150337815,0.6070375,0.18211125,Normal,Normal,0.392962,LOW
4551,0.0,0.07944736644332706,0.7718125,0.23154375,Normal,Normal,0.228187,LOW
4552,0.005,0.12322731621606581,0.4662625,0.14337875,Normal,Normal,0.538737,LOW
4553,0.0,0.06524728006366487,0.8283375,0.24850124999999998,Normal,Normal,0.171663,LOW
4554,0.0,0.1021292164014832,0.651,0.1953,Normal,Normal,0.349,LOW
4555,0.0,0.14669609135013384,0.114375,0.0343125,Normal,Normal,0.885625,HIGH
4556,0.0,0.08018015853134108,0.7687875,0.23063625,Normal,Normal,0.231213,LOW
4557,0.0,0.13527640578493888,0.30991250000000004,0.09297375000000001,Normal,Normal,0.690087,MEDIUM
4558,0.0,0.12163830220552774,0.48367499999999997,0.1451025,Normal,Normal,0.516325,LOW
4559,0.0,0.14450899751699375,0.1515375,0.045461249999999995,Normal,Normal,0.848463,HIGH
4560,0.0,0.12823925443649187,0.40636249999999996,0.12190874999999998,Normal,Normal,0.593638,MEDIUM
4561,0.995,0.0793381145470517,0.7723,0.92819,Restart Task,Restart Task,0.7773,MEDIUM
4562,1.0,0.12326463183216418,0.46565,0.839695,Restart Task,Restart Task,0.46565,LOW
4563,0.0,0.09761055309315775,0.681425,0.20442749999999998,Normal,Normal,0.318575,LOW
4564,0.0,0.11314709205530532,0.5663125,0.16989374999999998,Normal,Normal,0.433688,LOW
4565,1.0,0.12835478963369967,0.405,0.8214999999999999,Restart Task,Restart Task,0.405,LOW
4566,0.0,0.11339023007590032,0.5644,0.16932,Normal,Normal,0.4356,LOW
4567,0.0,0.1460770651882803,0.12398750000000003,0.03719625000000001,Normal,Normal,0.876012,HIGH
4568,0.03,0.09454168382938344,0.699275,0.23078249999999997,Normal,Normal,0.330725,LOW
4569,0.0,0.1320058136584678,0.3579375,0.10738125,Normal,Normal,0.642062,MEDIUM
4570,0.97,0.131490349098224,0.3649375,0.7884812499999999,Restart Task,Restart Task,0.394938,LOW
4571,1.0,0.12633807417151577,0.42961249999999995,0.8288837499999999,Restart Task,Restart Task,0.429612,LOW
4572,0.0,0.12493719392395236,0.44625000000000004,0.133875,Normal,Normal,0.55375,MEDIUM
4573,0.985,0.14234897109752026,0.192025,0.7471075,Restart Task,Restart Task,0.207025,LOW
4574,0.035,0.05954667542734615,0.8488249999999999,0.2791475,Normal,Normal,0.186175,LOW
4575,0.01,0.12005050823519531,0.5004500000000001,0.15713500000000002,Normal,Normal,0.50955,LOW
4576,1.0,0.05558569721695672,0.860625,0.9581875,Restart Task,Restart Task,0.860625,HIGH
4577,0.005,0.05220769944197079,0.870975,0.2647925,Normal,Normal,0.134025,LOW
4578,1.0,0.11313925746297027,0.5664125,0.8699237499999999,Restart Task,Restart Task,0.566412,MEDIUM
4579,0.015,0.0795345317552747,0.7715125,0.24195375000000002,Normal,Normal,0.243487,LOW
4580,0.0,0.10615471147913291,0.6232375,0.18697125,Normal,Normal,0.376763,LOW
4581,0.0,0.1211282910106814,0.48902500000000004,0.14670750000000002,Normal,Normal,0.510975,LOW
4582,0.0,0.1103082509676192,0.59065,0.177195,Normal,Normal,0.40935,LOW
4583,0.0,0.11332433869719544,0.564975,0.1694925,Normal,Normal,0.435025,LOW
4584,0.0,0.13917850055120234,0.24650000000000005,0.07395000000000002,Normal,Normal,0.7535,MEDIUM
4585,1.0,0.11962112017575044,0.5046125,0.85138375,Restart Task,Restart Task,0.504613,LOW
4586,1.0,0.15460068414527173,0.03334999999999999,0.710005,Restart Task,Restart Task,0.03335,LOW
4587,1.0,0.15203998230852217,0.05343750000000003,0.71603125,Restart Task,Restart Task,0.053438,LOW
4588,0.0,0.10998319976214166,0.5935625,0.17806875,Normal,Normal,0.406438,LOW
4589,0.0,0.09721734831187012,0.6836625000000001,0.20509875000000002,Normal,Normal,0.316337,LOW
4590,0.0,0.14763051433939178,0.09891249999999996,0.029673749999999985,Normal,Normal,0.901088,HIGH
4591,0.77,0.12173057433270396,0.4825625,0.6837687499999999,Restart Task,Restart Task,0.712562,MEDIUM
4592,0.0,0.10344915051642312,0.6421250000000001,0.19263750000000002,Normal,Normal,0.357875,LOW
4593,0.0,0.14041463349812555,0.2259375,0.06778125,Normal,Normal,0.774062,MEDIUM
4594,0.0,0.09657138736223164,0.6878875,0.20636625,Normal,Normal,0.312113,LOW
